paper_id,source_title,source_file,original_title,crossref_title,authors,journal,year,volume,issue,pages,publisher,doi,url,type,score
ref16,bibtex_title,titles_different.csv,Optimizing Simultaneous Autoscaling for Serverless Cloud Computing,Optimizing Simultaneous Autoscaling for Serverless Cloud Computing,Harold Ship; Evgeny Shindin; Chen Wang; Diana Arroyo; Asser Tantawi,2024 IEEE 17th International Conference on Cloud Computing (CLOUD),2024,,,105-114,IEEE,10.1109/cloud62652.2024.00022,https://doi.org/10.1109/cloud62652.2024.00022,proceedings-article,61.04387
ref17,bibtex_title,titles_different.csv,Halfmoon: Log-Optimal Fault-Tolerant Stateful Serverless Computing,Halfmoon: Log-Optimal Fault-Tolerant Stateful Serverless Computing,Sheng Qi; Xuanzhe Liu; Xin Jin,Proceedings of the 29th Symposium on Operating Systems Principles,2023,,,314-330,ACM,10.1145/3600006.3613154,https://doi.org/10.1145/3600006.3613154,proceedings-article,84.25303
ref20,bibtex_title,titles_different.csv,Benchmarking parallelism in FaaS platforms,Benchmarking parallelism in FaaS platforms,Daniel Barcelona-Pons; Pedro García-López,Future Generation Computer Systems,2021,124,,268-284,Elsevier BV,10.1016/j.future.2021.06.005,https://doi.org/10.1016/j.future.2021.06.005,journal-article,49.792744
ref22,bibtex_title,titles_different.csv,Protecting OpenFlow using Intel SGX,Protecting OpenFlow using Intel SGX,Jorge Medina; Nicolae Paladiy; Patrik Arlosz,2019 IEEE Conference on Network Function Virtualization and Software Defined Networks (NFV-SDN),2019,,,1-6,IEEE,10.1109/nfv-sdn47374.2019.9039980,https://doi.org/10.1109/nfv-sdn47374.2019.9039980,proceedings-article,61.07553
ref24,bibtex_title,titles_different.csv,Efficient Fault Tolerance for Stateful Serverless Computing with Asymmetric Logging,Efficient Fault Tolerance for Stateful Serverless Computing with Asymmetric Logging,Sheng Qi; Haoyu Feng; Xuanzhe Liu; Xin Jin,ACM Transactions on Computer Systems,2025,43,1-2,1-43,Association for Computing Machinery (ACM),10.1145/3725985,https://doi.org/10.1145/3725985,journal-article,68.61054
ref28,bibtex_title,titles_different.csv,Enabling Serverless Sky Computing,Enabling Serverless Sky Computing,Robert Cordingly; Wes Lloyd,2023 IEEE International Conference on Cloud Engineering (IC2E),2023,,,232-235,IEEE,10.1109/ic2e59103.2023.00038,https://doi.org/10.1109/ic2e59103.2023.00038,proceedings-article,47.0995
ref32,bibtex_title,titles_different.csv,ACTS: Autonomous Cost-Efficient Task Orchestration for Serverless Analytics,ACTS: Autonomous Cost-Efficient Task Orchestration for Serverless Analytics,Jananie Jarachanthan; Li Chen; Fei Xu,2023 IEEE/ACM 31st International Symposium on Quality of Service (IWQoS),2023,,,1-10,IEEE,10.1109/iwqos57198.2023.10188782,https://doi.org/10.1109/iwqos57198.2023.10188782,proceedings-article,69.081474
ref40,bibtex_title,titles_different.csv,Cost-aware service function chain migration in satellite-ground integrated networks,Cost-aware service function chain migration in satellite-ground integrated networks,Zhiyu Fu; Jing Ran; Hefei Hu,"Third International Conference on Algorithms, Microchips, and Network Applications (AMNA 2024)",2024,,,35,SPIE,10.1117/12.3031967,https://doi.org/10.1117/12.3031967,proceedings-article,62.759415
ref42,bibtex_title,titles_different.csv,Prediction-driven resource provisioning for serverless container runtimes,Prediction-driven resource provisioning for serverless container runtimes,Dimitrios Tomaras; Michail Tsenos; Vana Kalogeraki,2023 IEEE International Conference on Autonomic Computing and Self-Organizing Systems (ACSOS),2023,,,1-6,IEEE,10.1109/acsos58161.2023.00033,https://doi.org/10.1109/acsos58161.2023.00033,proceedings-article,69.06362
ref43,bibtex_title,titles_different.csv,CSPOT,CSPOT,Rich Wolski; Chandra Krintz; Fatih Bakir; Gareth George; Wei-Tsung Lin,Proceedings of the 4th ACM/IEEE Symposium on Edge Computing,2019,,,236-249,ACM,10.1145/3318216.3363314,https://doi.org/10.1145/3318216.3363314,proceedings-article,24.264725
ref48,bibtex_title,titles_different.csv,Accelerating Serverless Computing by Harvesting Idle Resources,Accelerating Serverless Computing by Harvesting Idle Resources,Hanfei Yu; Hao Wang; Jian Li; Xu Yuan; Seung-Jong Park,Proceedings of the ACM Web Conference 2022,2022,,,1741-1751,ACM,10.1145/3485447.3511979,https://doi.org/10.1145/3485447.3511979,proceedings-article,60.46309
ref53,bibtex_title,titles_different.csv,ACPM: adaptive container provisioning model to mitigate serverless cold-start,ACPM: adaptive container provisioning model to mitigate serverless cold-start,Anisha Kumari; Bibhudatta Sahoo,Cluster Computing,2024,27,2,1333-1360,Springer Science and Business Media LLC,10.1007/s10586-023-04016-8,https://doi.org/10.1007/s10586-023-04016-8,journal-article,81.0579
ref55,bibtex_title,titles_different.csv,Predicting Performance and Cost of Serverless Computing Functions with SAAF,Predicting Performance and Cost of Serverless Computing Functions with SAAF,Robert Cordingly; Wen Shu; Wes J. Lloyd,"2020 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",2020,,,640-649,IEEE,10.1109/dasc-picom-cbdcom-cyberscitech49142.2020.00111,https://doi.org/10.1109/dasc-picom-cbdcom-cyberscitech49142.2020.00111,proceedings-article,57.517334
ref59,bibtex_title,titles_different.csv,An adaptive function placement in serverless computing,An adaptive function placement in serverless computing,Donghong Xu; Zhongbin Sun,Cluster Computing,2022,25,5,3161-3174,Springer Science and Business Media LLC,10.1007/s10586-021-03506-x,https://doi.org/10.1007/s10586-021-03506-x,journal-article,43.227516
ref63,bibtex_title,titles_different.csv,Serverless Computing Performance Evaluation,Serverless Computing Performance Evaluation,Preeti Sharma; Mihir Kumar; Kalpit Chouthwani,National Conference on Information Technology &amp; Digital Application (NCITSA-2025),2025,,,,Infogain Publicatiom,10.22161/ijaems.ncitsa.2025.53,https://doi.org/10.22161/ijaems.ncitsa.2025.53,proceedings-article,36.419395
ref81,bibtex_title,titles_different.csv,Keynote: Designing Serverless Platforms to Support Emerging Applications,Keynote: Designing Serverless Platforms to Support Emerging Applications,Cristina L. Abad,2022 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),2022,,,1-1,IEEE,10.1109/percomworkshops53856.2022.9775198,https://doi.org/10.1109/percomworkshops53856.2022.9775198,proceedings-article,60.790173
ref82,bibtex_title,titles_different.csv,"FaaSGraph: Enabling Scalable, Efficient, and Cost-Effective Graph Processing with Serverless Computing","FaaSGraph: Enabling Scalable, Efficient, and Cost-Effective Graph Processing with Serverless Computing",Yushi Liu; Shixuan Sun; Zijun Li; Quan Chen; Sen Gao; Bingsheng He; Chao Li; Minyi Guo,"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",2024,,,385-400,ACM,10.1145/3620665.3640361,https://doi.org/10.1145/3620665.3640361,proceedings-article,77.22523
ref88,bibtex_title,titles_different.csv,SeBS-Flow: Benchmarking Serverless Cloud Function Workflows,SeBS-Flow: Benchmarking Serverless Cloud Function Workflows,Larissa Schmid; Marcin Copik; Alexandru Calotoiu; Laurin Brandner; Anne Koziolek; Torsten Hoefler,Proceedings of the Twentieth European Conference on Computer Systems,2025,,,902-920,ACM,10.1145/3689031.3717465,https://doi.org/10.1145/3689031.3717465,proceedings-article,69.43639
ref89,bibtex_title,titles_different.csv,"Comparative Study of Cloud Services Offered by Amazon, Microsoft and Google","Comparative Study of Cloud Services Offered by Amazon, Microsoft and Google",Pranay Dutta; Prashant Dutta,International Journal of Trend in Scientific Research and Development,2019,Volume-3,Issue-3,981-985,South Asia Management Association,10.31142/ijtsrd23170,https://doi.org/10.31142/ijtsrd23170,journal-article,60.029076
ref97,bibtex_title,titles_different.csv,Performance Benchmarking of Serverless Computing Platforms,Performance Benchmarking of Serverless Computing Platforms,Dhruv Seth; Pradeep Chintale,International Journal of Computer Trends and Technology,2024,72,6,160-167,Seventh Sense Research Group Journals,10.14445/22312803/ijctt-v72i6p121,https://doi.org/10.14445/22312803/ijctt-v72i6p121,journal-article,48.304092
ref117,bibtex_title,titles_different.csv,Performance Benchmarking of Serverless Computing Platforms,Performance Benchmarking of Serverless Computing Platforms,Dhruv Seth; Pradeep Chintale,International Journal of Computer Trends and Technology,2024,72,6,160-167,Seventh Sense Research Group Journals,10.14445/22312803/ijctt-v72i6p121,https://doi.org/10.14445/22312803/ijctt-v72i6p121,journal-article,48.25464
ref120,bibtex_title,titles_different.csv,"Resource Management in Serverless Computing - Review, Research Challenges, and Prospects","Resource Management in Serverless Computing - Review, Research Challenges, and Prospects",Kannan Govindarajan; Andrè De Tienne,2023 12th International Conference on Advanced Computing (ICoAC),2023,,,1-5,IEEE,10.1109/icoac59537.2023.10249574,https://doi.org/10.1109/icoac59537.2023.10249574,proceedings-article,52.934624
ref122,bibtex_title,titles_different.csv,ATOM: AI-Powered Sustainable Resource Management for Serverless Edge Computing Environments,ATOM: AI-Powered Sustainable Resource Management for Serverless Edge Computing Environments,Muhammed Golec; Sukhpal Singh Gill; Felix Cuadrado; Ajith Kumar Parlikad; Minxian Xu; Huaming Wu; Steve Uhlig,IEEE Transactions on Sustainable Computing,2024,9,6,817-829,Institute of Electrical and Electronics Engineers (IEEE),10.1109/tsusc.2023.3348157,https://doi.org/10.1109/tsusc.2023.3348157,journal-article,71.45685
ref124,bibtex_title,titles_different.csv,Towards Quality of Experience Fairness for Serverless Functions,Towards Quality of Experience Fairness for Serverless Functions,Xue Li; Palden Lama; Tania Lorido-Botran; Wei Wang,2024 IEEE Cloud Summit,2024,,,61-66,IEEE,10.1109/cloud-summit61220.2024.00017,https://doi.org/10.1109/cloud-summit61220.2024.00017,proceedings-article,48.536804
ref125,bibtex_title,titles_different.csv,Privacy-preserving Real-time Anomaly Detection Using Edge Computing,Privacy-preserving Real-time Anomaly Detection Using Edge Computing,Shagufta Mehnaz; Elisa Bertino,2020 IEEE 36th International Conference on Data Engineering (ICDE),2020,,,469-480,IEEE,10.1109/icde48307.2020.00047,https://doi.org/10.1109/icde48307.2020.00047,proceedings-article,60.720154
ref127,bibtex_title,titles_different.csv,GPU Enabled Serverless Computing Framework,GPU Enabled Serverless Computing Framework,Jaewook Kim; Tae Joon Jun; Daeyoun Kang; Dohyeun Kim; Daeyoung Kim,"2018 26th Euromicro International Conference on Parallel, Distributed and Network-based Processing (PDP)",2018,,,533-540,IEEE,10.1109/pdp2018.2018.00090,https://doi.org/10.1109/pdp2018.2018.00090,proceedings-article,52.054356
ref128,bibtex_title,titles_different.csv,Multi-Agent Learning-based Package Caching in Serverless Edge Computing,Multi-Agent Learning-based Package Caching in Serverless Edge Computing,Hongseok Jeon; Seungjae Shin; Chunglae Cho; Seunghyun Yoon,2022 13th International Conference on Information and Communication Technology Convergence (ICTC),2022,,,400-402,IEEE,10.1109/ictc55196.2022.9952429,https://doi.org/10.1109/ictc55196.2022.9952429,proceedings-article,65.17895
ref145,bibtex_title,titles_different.csv,Keynote: Designing Serverless Platforms to Support Emerging Applications,Keynote: Designing Serverless Platforms to Support Emerging Applications,Cristina L. Abad,2022 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),2022,,,1-1,IEEE,10.1109/percomworkshops53856.2022.9775198,https://doi.org/10.1109/percomworkshops53856.2022.9775198,proceedings-article,60.790173
ref146,bibtex_title,titles_different.csv,"FaaSGraph: Enabling Scalable, Efficient, and Cost-Effective Graph Processing with Serverless Computing","FaaSGraph: Enabling Scalable, Efficient, and Cost-Effective Graph Processing with Serverless Computing",Yushi Liu; Shixuan Sun; Zijun Li; Quan Chen; Sen Gao; Bingsheng He; Chao Li; Minyi Guo,"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",2024,,,385-400,ACM,10.1145/3620665.3640361,https://doi.org/10.1145/3620665.3640361,proceedings-article,77.22523
ref154,bibtex_title,titles_different.csv,"Stateful Serverless Computing with
            <scp>Crucial</scp>","Stateful Serverless Computing with
            <scp>Crucial</scp>",Daniel Barcelona-Pons; Pierre Sutra; Marc Sánchez-Artigas; Gerard París; Pedro García-López,ACM Transactions on Software Engineering and Methodology,2022,31,3,1-38,Association for Computing Machinery (ACM),10.1145/3490386,https://doi.org/10.1145/3490386,journal-article,63.583035
ref155,bibtex_title,titles_different.csv,Multi-Agent Learning-based Package Caching in Serverless Edge Computing,Multi-Agent Learning-based Package Caching in Serverless Edge Computing,Hongseok Jeon; Seungjae Shin; Chunglae Cho; Seunghyun Yoon,2022 13th International Conference on Information and Communication Technology Convergence (ICTC),2022,,,400-402,IEEE,10.1109/ictc55196.2022.9952429,https://doi.org/10.1109/ictc55196.2022.9952429,proceedings-article,65.20872
ref156,bibtex_title,titles_different.csv,EDAS: Enabling Fast Data Loading for GPU Serverless Computing,EDAS: Enabling Fast Data Loading for GPU Serverless Computing,Han Zhao; Weihao Cui; Quan Chen; Zijun Li; Zhenhua Han; Nan Wang; Yu Feng; Jieru Zhao; Chen Chen; Jingwen Leng; Minyi Guo,ACM Transactions on Architecture and Code Optimization,2025,,,,Association for Computing Machinery (ACM),10.1145/3743137,https://doi.org/10.1145/3743137,journal-article,70.73347
ref160,bibtex_title,titles_different.csv,Optimizing Serverless Computing,Optimizing Serverless Computing,Shaizaan Hussain,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2025,09,05,1-9,Indospace Publications,10.55041/ijsrem46689,https://doi.org/10.55041/ijsrem46689,journal-article,35.73209
ref163,bibtex_title,titles_different.csv,Serverless Computing and Data Engineering,Serverless Computing and Data Engineering,Not Available,Data Analytics in the AWS Cloud,2023,,,65-104,Wiley,10.1002/9781394320677.ch4,https://doi.org/10.1002/9781394320677.ch4,other,36.375114
ref164,bibtex_title,titles_different.csv,Operating Latency Sensitive Applications on Public Serverless Edge Cloud Platforms,Operating Latency Sensitive Applications on Public Serverless Edge Cloud Platforms,Istvan Pelle; Janos Czentye; Janos Doka; Andras Kern; Balazs P. Gero; Balazs Sonkoly,IEEE Internet of Things Journal,2021,8,10,7954-7972,Institute of Electrical and Electronics Engineers (IEEE),10.1109/jiot.2020.3042428,https://doi.org/10.1109/jiot.2020.3042428,journal-article,69.56089
ref168,bibtex_title,titles_different.csv,A Serverless Computing Platform for Software Defined Networks,A Serverless Computing Platform for Software Defined Networks,Fatemeh Banaie; Karim Djemame,Lecture Notes in Computer Science,2023,,,113-123,Springer Nature Switzerland,10.1007/978-3-031-29315-3_10,https://doi.org/10.1007/978-3-031-29315-3_10,book-chapter,52.412434
